Route_group,Route_num,x_origin,y_origin,Link_list
1,1,9657.318709,-57.715053,23,10067,17,10062,4,10025,89,39
1,2,9657.318709,-57.715053,23,10068,20,10076,37,10026,89,39
2,1,24270.289181,-44.263173,67,10079,10,10073,8,10070,1,46
2,2,24270.289181,-44.263173,67,10080,18,10064,5,10065,1,46
