veh,logfile,line,date,time,secs,speed (mph),long,lat,x-ft,y-ft
C590,1,110122,4/20/2009,18:27:54,19097,32.2,-58.37105,33.498883,-22512635,15488273
C832,1,48271,4/20/2009,18:27:54,18263,47.9,-58.427195999999995,33.497299,-22527853,15487696
C548,1,57795,4/20/2009,18:27:54,19393,25.5,-58.47178199999999,33.479936,-22540515,15481363
C590,1,110132,4/20/2009,18:27:55,19098,32.4,-58.371228,33.498878000000005,-22512684,15488271
C832,1,48272,4/20/2009,18:27:55,18264,47.4,-58.426936,33.497316,-22527783,15487702
C548,1,57796,4/20/2009,18:27:55,19394,23.0,-58.471659,33.479907,-22540483,15481353
C590,1,110134,4/20/2009,18:27:56,19099,32.7,-58.37140699999999,33.498872999999996,-22512732,15488270
C832,1,48273,4/20/2009,18:27:56,18265,47.2,-58.426680000000005,33.497334,-22527713,15487708
C548,1,57797,4/20/2009,18:27:56,19395,21.7,-58.471547,33.479882,-22540454,15481343
C590,1,110139,4/20/2009,18:27:57,19100,32.4,-58.371587000000005,33.498868,-22512781,15488268
C832,1,48443,4/20/2009,18:27:57,18266,47.0,-58.426426000000006,33.497351,-22527643,15487715
C548,1,57798,4/20/2009,18:27:57,19396,20.6,-58.471441,33.479858,-22540426,15481335
C590,1,110141,4/20/2009,18:27:58,19101,32.4,-58.37176600000001,33.498864000000005,-22512829,15488266
C832,1,48444,4/20/2009,18:27:58,18267,47.6,-58.42616899999999,33.497368,-22527574,15487721
C548,1,57803,4/20/2009,18:27:58,19397,19.9,-58.471338,33.479836,-22540399,15481326
C590,1,110149,4/20/2009,18:27:59,19102,32.2,-58.371943,33.49886,-22512878,15488265
C832,1,48445,4/20/2009,18:27:59,18268,48.3,-58.42590799999999,33.497384000000004,-22527502,15487726
C548,1,57804,4/20/2009,18:27:59,19398,19.5,-58.471237,33.479813,-22540372,15481318
C590,1,110151,4/20/2009,18:28:00,19103,32.0,-58.372119,33.498855,-22512925,15488263
C832,1,48446,4/20/2009,18:28:00,18269,48.8,-58.42564399999999,33.497399,-22527431,15487732
C548,1,57805,4/20/2009,18:28:00,19399,19.5,-58.471136,33.479791,-22540346,15481310
C590,1,110153,4/20/2009,18:28:01,19104,31.8,-58.372294,33.49885,-22512973,15488261
C832,1,48447,4/20/2009,18:28:01,18270,49.4,-58.425376,33.497413,-22527358,15487737
C548,1,57863,4/20/2009,18:28:01,19400,18.8,-58.471039000000005,33.479769,-22540320,15481302
C590,1,110155,4/20/2009,18:28:02,19105,32.0,-58.372468999999995,33.498846,-22513020,15488260
C832,1,48448,4/20/2009,18:28:02,18271,50.1,-58.425105,33.497423,-22527284,15487741
C548,1,57869,4/20/2009,18:28:02,19401,16.8,-58.47095,33.479749,-22540297,15481295
C590,1,110163,4/20/2009,18:28:03,19106,33.1,-58.372647,33.498841999999996,-22513068,15488258
C832,1,48449,4/20/2009,18:28:03,18272,50.8,-58.42483100000001,33.497431,-22527210,15487744
C548,1,57870,4/20/2009,18:28:03,19402,14.8,-58.470872,33.479729999999996,-22540277,15481288
C590,1,110203,4/20/2009,18:28:04,19107,33.3,-58.37282900000001,33.498836,-22513118,15488256
C832,1,48450,4/20/2009,18:28:04,18273,51.0,-58.424554,33.497436,-22527135,15487746
C548,1,57871,4/20/2009,18:28:04,19403,13.4,-58.470803000000004,33.479715,-22540259,15481282
C590,1,110226,4/20/2009,18:28:05,19108,33.1,-58.373012,33.49883,-22513167,15488254
C832,1,48474,4/20/2009,18:28:05,18274,51.0,-58.424276000000006,33.497439,-22527060,15487747
C548,1,57875,4/20/2009,18:28:05,19404,11.2,-58.470743999999996,33.479702,-22540243,15481278
C590,1,110228,4/20/2009,18:28:06,19109,32.7,-58.373193,33.498824,-22513216,15488252
C832,1,48480,4/20/2009,18:28:06,18275,51.0,-58.423996,33.497439,-22526984,15487746
C548,1,57880,4/20/2009,18:28:06,19405,8.7,-58.47069499999999,33.479690999999995,-22540231,15481274
C590,1,110236,4/20/2009,18:28:07,19110,32.7,-58.373372,33.498819,-22513265,15488250
C832,1,48481,4/20/2009,18:28:07,18276,50.6,-58.423721,33.497438,-22526910,15487746
C548,1,57881,4/20/2009,18:28:07,19406,5.8,-58.470663,33.479683,-22540222,15481271
C590,1,110238,4/20/2009,18:28:08,19111,33.3,-58.373552000000004,33.498814,-22513314,15488248
C832,1,48486,4/20/2009,18:28:08,18277,49.4,-58.42345,33.497437,-22526837,15487746
C548,1,58018,4/20/2009,18:28:08,19407,3.4,-58.47064399999999,33.479679,-22540217,15481270
C590,1,110243,4/20/2009,18:28:09,19112,33.1,-58.373734,33.498808000000004,-22513363,15488246
C832,1,48490,4/20/2009,18:28:09,18278,48.5,-58.423185000000004,33.497434999999996,-22526765,15487745
C548,1,58019,4/20/2009,18:28:09,19408,2.5,-58.47063399999999,33.479677,-22540215,15481269
C590,1,110245,4/20/2009,18:28:10,19113,32.7,-58.373914,33.498801,-22513412,15488243
C832,1,48491,4/20/2009,18:28:10,18279,47.9,-58.422922,33.497434999999996,-22526694,15487745
C548,1,58022,4/20/2009,18:28:10,19409,2.7,-58.470625,33.479676,-22540212,15481268
C590,1,110253,4/20/2009,18:28:11,19114,32.4,-58.374092000000005,33.498795,-22513460,15488241
C832,1,48492,4/20/2009,18:28:11,18280,46.8,-58.42266500000001,33.497437,-22526625,15487746
C548,1,58439,4/20/2009,18:28:11,19410,4.0,-58.47060999999999,33.479673,-22540208,15481267
C590,1,110334,4/20/2009,18:28:12,19115,32.4,-58.374269999999996,33.49879,-22513508,15488239
C832,1,48493,4/20/2009,18:28:12,18281,45.2,-58.422416,33.497442,-22526558,15487748
C548,1,58441,4/20/2009,18:28:12,19411,8.3,-58.470578,33.479667,-22540200,15481265
C590,1,110336,4/20/2009,18:28:13,19116,32.2,-58.37444599999999,33.498785999999996,-22513556,15488238
C832,1,48494,4/20/2009,18:28:13,18282,44.5,-58.422174999999996,33.497451,-22526492,15487751
C548,1,58442,4/20/2009,18:28:13,19412,12.5,-58.470523,33.479654,-22540185,15481260
C590,1,110338,4/20/2009,18:28:14,19117,29.8,-58.374615000000006,33.498781,-22513602,15488236
C832,1,48495,4/20/2009,18:28:14,18283,43.6,-58.421937,33.49746,-22526428,15487754
C548,1,58447,4/20/2009,18:28:14,19413,14.5,-58.470451,33.47964,-22540166,15481255
C590,1,110656,4/20/2009,18:28:15,19118,25.9,-58.37476600000001,33.498781,-22513643,15488236
C832,1,48529,4/20/2009,18:28:15,18284,42.3,-58.421706,33.497469,-22526365,15487757
C548,1,58448,4/20/2009,18:28:15,19414,15.7,-58.470371,33.479623,-22540146,15481249
C590,1,110667,4/20/2009,18:28:16,19119,19.2,-58.374881,33.498782,-22513673,15488236
C832,1,48530,4/20/2009,18:28:16,18285,41.2,-58.421482,33.497477,-22526304,15487760
C548,1,58449,4/20/2009,18:28:16,19415,17.2,-58.470282999999995,33.479603999999995,-22540122,15481242
C590,1,110674,4/20/2009,18:28:17,19120,11.0,-58.374954,33.498782,-22513693,15488236
C832,1,48667,4/20/2009,18:28:17,18286,40.3,-58.42126400000001,33.497484,-22526245,15487763
C548,1,58450,4/20/2009,18:28:17,19416,19.0,-58.47018800000001,33.479583,-22540097,15481234
C590,1,110676,4/20/2009,18:28:18,19121,3.6,-58.374984999999995,33.498781,-22513702,15488236
C832,1,48668,4/20/2009,18:28:18,18287,40.5,-58.421048,33.497494,-22526186,15487767
C548,1,58455,4/20/2009,18:28:18,19417,20.1,-58.470084,33.47956,-22540070,15481226
C590,1,110684,4/20/2009,18:28:19,19122,0.2,-58.374993,33.498781,-22513704,15488236
C832,1,48669,4/20/2009,18:28:19,18288,41.2,-58.420828,33.497502000000004,-22526126,15487770
C548,1,58456,4/20/2009,18:28:19,19418,21.9,-58.469972,33.479535,-22540041,15481217
C590,1,110686,4/20/2009,18:28:20,19123,0.2,-58.37499,33.498783,-22513703,15488237
C832,1,48670,4/20/2009,18:28:20,18289,41.4,-58.420608,33.497509,-22526067,15487772
C548,1,58457,4/20/2009,18:28:20,19419,24.2,-58.469848,33.479508,-22540008,15481207
C590,1,110688,4/20/2009,18:28:21,19124,0.2,-58.374987000000004,33.498785,-22513702,15488238
C832,1,48671,4/20/2009,18:28:21,18290,42.1,-58.42038199999999,33.497516,-22526006,15487775
C548,1,58515,4/20/2009,18:28:21,19420,25.7,-58.469713999999996,33.479478,-22539973,15481196
C590,1,110690,4/20/2009,18:28:22,19125,0.2,-58.374984,33.498787,-22513701,15488238
C832,1,48816,4/20/2009,18:28:22,18291,42.5,-58.42015500000001,33.497524,-22525944,15487778
C548,1,58521,4/20/2009,18:28:22,19421,27.1,-58.469573,33.479447,-22539936,15481185
C590,1,110698,4/20/2009,18:28:23,19126,0.2,-58.37498000000001,33.498788,-22513700,15488239
C832,1,48822,4/20/2009,18:28:23,18292,43.0,-58.419925000000006,33.497531,-22525882,15487780
C548,1,58522,4/20/2009,18:28:23,19422,28.6,-58.469426,33.479413,-22539898,15481172
C590,1,110700,4/20/2009,18:28:24,19127,0.2,-58.374977,33.498788,-22513699,15488239
C832,1,48823,4/20/2009,18:28:24,18293,43.2,-58.419691,33.497536,-22525818,15487782
C548,1,58523,4/20/2009,18:28:24,19423,29.8,-58.469269999999995,33.479378999999994,-22539857,15481160
C590,1,110702,4/20/2009,18:28:25,19128,0.2,-58.374973999999995,33.498788,-22513699,15488239
C832,1,48824,4/20/2009,18:28:25,18294,43.8,-58.41945600000001,33.497543,-22525755,15487784
C548,1,58524,4/20/2009,18:28:25,19424,29.8,-58.469111,33.479345,-22539815,15481148
C590,1,110761,4/20/2009,18:28:26,19129,0.2,-58.374971,33.498789,-22513698,15488239
C832,1,48825,4/20/2009,18:28:26,18295,44.3,-58.419217,33.497547999999995,-22525690,15487786
C548,1,58525,4/20/2009,18:28:26,19425,29.1,-58.46895400000001,33.479312,-22539774,15481136
C590,1,110771,4/20/2009,18:28:27,19130,0.2,-58.37496800000001,33.498788,-22513697,15488239
C832,1,48829,4/20/2009,18:28:27,18296,44.3,-58.418976,33.497554,-22525625,15487789
C548,1,58526,4/20/2009,18:28:27,19426,28.6,-58.468802,33.479278,-22539734,15481123
C590,1,110773,4/20/2009,18:28:28,19131,0.2,-58.374965,33.498788,-22513696,15488239
C832,1,48830,4/20/2009,18:28:28,18297,43.8,-58.41873699999999,33.497563,-22525560,15487792
C548,1,58667,4/20/2009,18:28:28,19427,28.2,-58.468654,33.479245,-22539695,15481111
C590,1,110778,4/20/2009,18:28:29,19132,0.2,-58.374962,33.498787,-22513695,15488238
C832,1,48831,4/20/2009,18:28:29,18298,43.4,-58.418499999999995,33.497571,-22525495,15487795
C548,1,58668,4/20/2009,18:28:29,19428,29.1,-58.46850400000001,33.479212,-22539656,15481099
C590,1,110780,4/20/2009,18:28:30,19133,0.2,-58.37496,33.498785999999996,-22513695,15488238
C832,1,48832,4/20/2009,18:28:30,18299,43.0,-58.418266,33.497578999999995,-22525432,15487798
C548,1,58669,4/20/2009,18:28:30,19429,30.4,-58.468346999999994,33.479178000000005,-22539615,15481087
C590,1,110788,4/20/2009,18:28:31,19134,0.2,-58.37495899999999,33.498784,-22513695,15488237
C832,1,48833,4/20/2009,18:28:31,18300,42.5,-58.418036,33.497587,-22525370,15487800
C548,1,59217,4/20/2009,18:28:31,19430,30.4,-58.468187,33.479141999999996,-22539573,15481074
C590,1,110869,4/20/2009,18:28:32,19135,0.2,-58.374956999999995,33.498781,-22513694,15488236
C832,1,48890,4/20/2009,18:28:32,18301,42.3,-58.417806,33.497595000000004,-22525307,15487804
C548,1,59219,4/20/2009,18:28:32,19431,31.1,-58.468025999999995,33.479107,-22539531,15481061
C590,1,110871,4/20/2009,18:28:33,19136,0.2,-58.374955,33.498779,-22513694,15488235
C832,1,48893,4/20/2009,18:28:33,18302,42.7,-58.417576,33.497603999999995,-22525245,15487807
C548,1,59223,4/20/2009,18:28:33,19432,32.2,-58.46785899999999,33.479071000000005,-22539487,15481048
C590,1,110873,4/20/2009,18:28:34,19137,0.2,-58.374954,33.498776,-22513694,15488234
C832,1,48894,4/20/2009,18:28:34,18303,43.8,-58.417339999999996,33.497612,-22525181,15487810
C548,1,59224,4/20/2009,18:28:34,19433,32.4,-58.467687999999995,33.479034000000006,-22539442,15481034
C590,1,110879,4/20/2009,18:28:35,19138,0.2,-58.374953000000005,33.498773,-22513693,15488233
C832,1,48899,4/20/2009,18:28:35,18304,44.5,-58.417100000000005,33.497619,-22525116,15487812
C548,1,59229,4/20/2009,18:28:35,19434,32.2,-58.467518999999996,33.478998,-22539398,15481021
C590,1,110933,4/20/2009,18:28:36,19139,0.2,-58.37495200000001,33.498771000000005,-22513693,15488232
C832,1,48900,4/20/2009,18:28:36,18305,45.0,-58.41685600000001,33.497626000000004,-22525050,15487815
C548,1,59230,4/20/2009,18:28:36,19435,32.2,-58.467349,33.478961,-22539353,15481008
C590,1,110935,4/20/2009,18:28:37,19140,0.4,-58.374953000000005,33.49877,-22513693,15488232
C832,1,49037,4/20/2009,18:28:37,18306,45.2,-58.416611,33.497633,-22524983,15487817
C548,1,59231,4/20/2009,18:28:37,19436,32.4,-58.46718100000001,33.478924,-22539309,15480994
C590,1,110940,4/20/2009,18:28:38,19141,0.2,-58.374953000000005,33.498771000000005,-22513693,15488233
C832,1,49038,4/20/2009,18:28:38,18307,45.2,-58.416366,33.497637,-22524917,15487819
C548,1,59232,4/20/2009,18:28:38,19437,33.6,-58.46700899999999,33.478885,-22539264,15480980
C590,1,110946,4/20/2009,18:28:39,19142,0.2,-58.37495200000001,33.498771999999995,-22513693,15488233
C832,1,49042,4/20/2009,18:28:39,18308,45.4,-58.416118999999995,33.497640000000004,-22524850,15487820
C548,1,59233,4/20/2009,18:28:39,19438,34.4,-58.466832,33.478843,-22539218,15480964
C590,1,110948,4/20/2009,18:28:40,19143,0.2,-58.374949,33.498771000000005,-22513692,15488232
C832,1,49187,4/20/2009,18:28:40,18309,45.0,-58.415874,33.497644,-22524784,15487821
C548,1,59234,4/20/2009,18:28:40,19439,35.3,-58.466649000000004,33.478799,-22539170,15480948
C590,1,110950,4/20/2009,18:28:41,19144,0.2,-58.37494699999999,33.498771000000005,-22513692,15488233
C832,1,49189,4/20/2009,18:28:41,18310,44.5,-58.41563000000001,33.497648999999996,-22524718,15487823
C548,1,59292,4/20/2009,18:28:41,19440,36.7,-58.46646199999999,33.478756,-22539121,15480933
C590,1,111108,4/20/2009,18:28:42,19145,0.2,-58.374944,33.498771999999995,-22513691,15488233
C832,1,49190,4/20/2009,18:28:42,18311,45.2,-58.415385,33.497655,-22524651,15487825
C548,1,59294,4/20/2009,18:28:42,19441,38.0,-58.466266000000005,33.478712,-22539070,15480917
C590,1,111115,4/20/2009,18:28:43,19146,0.2,-58.374942000000004,33.498771999999995,-22513690,15488233
C832,1,49191,4/20/2009,18:28:43,18312,45.9,-58.41513499999999,33.497659000000006,-22524584,15487827
C548,1,59299,4/20/2009,18:28:43,19442,38.5,-58.466066,33.478667,-22539017,15480900
C590,1,111117,4/20/2009,18:28:44,19147,0.2,-58.374939,33.498773,-22513690,15488233
C832,1,49195,4/20/2009,18:28:44,18313,46.5,-58.414884,33.497664,-22524516,15487829
C548,1,59300,4/20/2009,18:28:44,19443,39.4,-58.465861000000004,33.478623,-22538964,15480884
C590,1,111119,4/20/2009,18:28:45,19148,0.2,-58.374936000000005,33.498773,-22513689,15488233
C832,1,49196,4/20/2009,18:28:45,18314,47.2,-58.414629000000005,33.497667,-22524447,15487830
C548,1,59304,4/20/2009,18:28:45,19444,39.6,-58.46565600000001,33.478576000000004,-22538910,15480867
C590,1,111173,4/20/2009,18:28:46,19149,1.1,-58.374939,33.498773,-22513690,15488233
C832,1,49197,4/20/2009,18:28:46,18315,47.9,-58.41436899999999,33.497669,-22524376,15487831
C548,1,59305,4/20/2009,18:28:46,19445,39.6,-58.46544899999999,33.478528999999995,-22538856,15480850
C590,1,111179,4/20/2009,18:28:47,19150,4.0,-58.374954,33.498771000000005,-22513694,15488232
C832,1,49198,4/20/2009,18:28:47,18316,48.5,-58.414107,33.497671000000004,-22524306,15487831
C548,1,59306,4/20/2009,18:28:47,19446,40.0,-58.465241000000006,33.478482,-22538801,15480833
C590,1,111184,4/20/2009,18:28:48,19151,8.5,-58.37499100000001,33.498768,-22513704,15488231
C832,1,49203,4/20/2009,18:28:48,18317,49.0,-58.413842,33.497671000000004,-22524234,15487831
C548,1,59576,4/20/2009,18:28:48,19447,40.3,-58.465031999999994,33.478437,-22538746,15480816
C590,1,111186,4/20/2009,18:28:49,19152,16.1,-58.375068999999996,33.498765,-22513725,15488230
C832,1,49204,4/20/2009,18:28:49,18318,49.0,-58.413574999999994,33.497668,-22524162,15487830
C548,1,59577,4/20/2009,18:28:49,19448,40.5,-58.464821,33.478390000000005,-22538691,15480799
C590,1,111188,4/20/2009,18:28:50,19153,21.0,-58.375175,33.498763000000004,-22513754,15488229
C832,1,49262,4/20/2009,18:28:50,18319,48.5,-58.413309999999996,33.497662,-22524091,15487828
C548,1,59578,4/20/2009,18:28:50,19449,40.7,-58.464608999999996,33.478343,-22538636,15480782
C590,1,111194,4/20/2009,18:28:51,19154,23.3,-58.375299,33.49876,-22513787,15488228
C832,1,49264,4/20/2009,18:28:51,18320,47.9,-58.413049,33.497655,-22524020,15487825
C548,1,59602,4/20/2009,18:28:51,19450,40.9,-58.46439699999999,33.478295,-22538580,15480764
C590,1,111196,4/20/2009,18:28:52,19155,25.1,-58.375434,33.498758,-22513824,15488228
C832,1,49265,4/20/2009,18:28:52,18321,47.2,-58.41279300000001,33.497648,-22523951,15487823
C548,1,59604,4/20/2009,18:28:52,19451,40.7,-58.46418299999999,33.478246999999996,-22538524,15480747
C590,1,111606,4/20/2009,18:28:53,19156,27.1,-58.375579,33.498754,-22513863,15488226
C832,1,49266,4/20/2009,18:28:53,18322,47.4,-58.412536,33.497643,-22523882,15487821
C548,1,59615,4/20/2009,18:28:53,19452,40.9,-58.463971,33.478199,-22538468,15480730
C590,1,111687,4/20/2009,18:28:54,19157,28.4,-58.375732,33.498749,-22513905,15488224
C832,1,49267,4/20/2009,18:28:54,18323,47.9,-58.412278,33.497638,-22523813,15487819
C548,1,59621,4/20/2009,18:28:54,19453,40.9,-58.463758,33.478151000000004,-22538412,15480712
C590,1,111693,4/20/2009,18:28:55,19158,29.5,-58.375893000000005,33.498745,-22513948,15488223
C832,1,49268,4/20/2009,18:28:55,18324,48.1,-58.41201600000001,33.497634000000005,-22523742,15487818
C548,1,59622,4/20/2009,18:28:55,19454,40.7,-58.463545999999994,33.478103999999995,-22538357,15480695
C590,1,111785,4/20/2009,18:28:56,19159,31.3,-58.37606099999999,33.498740000000005,-22513994,15488221
C832,1,49269,4/20/2009,18:28:56,18325,48.1,-58.411755,33.49763,-22523672,15487816
C548,1,59623,4/20/2009,18:28:56,19455,40.7,-58.463335,33.478057,-22538302,15480678
C590,1,111789,4/20/2009,18:28:57,19160,31.8,-58.37623599999999,33.498733,-22514041,15488218
C832,1,49409,4/20/2009,18:28:57,18326,47.4,-58.411496,33.497627,-22523602,15487815
C548,1,59624,4/20/2009,18:28:57,19456,40.7,-58.463122,33.47801,-22538246,15480661
C590,1,111794,4/20/2009,18:28:58,19161,30.9,-58.376408999999995,33.498727,-22514088,15488216
C832,1,49410,4/20/2009,18:28:58,18327,47.0,-58.411242,33.497625,-22523533,15487814
C548,1,59625,4/20/2009,18:28:58,19457,40.5,-58.462909999999994,33.477964,-22538190,15480644
C590,1,111802,4/20/2009,18:28:59,19162,30.0,-58.37657800000001,33.498721999999994,-22514134,15488214
C832,1,49411,4/20/2009,18:28:59,18328,46.8,-58.410989,33.497626000000004,-22523465,15487815
C548,1,59626,4/20/2009,18:28:59,19458,40.7,-58.462698,33.477918,-22538135,15480627
C590,1,111804,4/20/2009,18:29:00,19163,29.1,-58.37674100000001,33.498717,-22514178,15488213
C832,1,49463,4/20/2009,18:29:00,18329,47.0,-58.410737,33.497631,-22523397,15487817
C548,1,59627,4/20/2009,18:29:00,19459,40.7,-58.462485,33.477871,-22538079,15480610
C590,1,111806,4/20/2009,18:29:01,19164,28.0,-58.376898999999995,33.498713,-22514221,15488211
C832,1,49470,4/20/2009,18:29:01,18330,47.0,-58.410481000000004,33.497637,-22523328,15487819
C548,1,59628,4/20/2009,18:29:01,19460,40.5,-58.462272999999996,33.477824,-22538023,15480593
C590,1,111808,4/20/2009,18:29:02,19165,25.5,-58.37704599999999,33.498709000000005,-22514261,15488210
C832,1,49474,4/20/2009,18:29:02,18331,47.0,-58.410225999999994,33.497644,-22523259,15487821
C548,1,59629,4/20/2009,18:29:02,19461,40.9,-58.462061000000006,33.477775,-22537968,15480575
C590,1,111816,4/20/2009,18:29:03,19166,22.8,-58.377179,33.498705,-22514297,15488208
C832,1,49477,4/20/2009,18:29:03,18332,46.5,-58.409971999999996,33.497651,-22523190,15487824
C548,1,59630,4/20/2009,18:29:03,19462,40.7,-58.461849,33.477726000000004,-22537912,15480557
C590,1,111818,4/20/2009,18:29:04,19167,19.7,-58.377296,33.498702,-22514328,15488207
C832,1,49478,4/20/2009,18:29:04,18333,45.9,-58.409722,33.497659000000006,-22523122,15487827
C548,1,59631,4/20/2009,18:29:04,19463,40.3,-58.461636999999996,33.477678999999995,-22537857,15480540
C590,1,111820,4/20/2009,18:29:05,19168,16.8,-58.37739599999999,33.4987,-22514356,15488207
C832,1,49497,4/20/2009,18:29:05,18334,45.2,-58.409474,33.497665999999995,-22523055,15487829
C548,1,59632,4/20/2009,18:29:05,19464,40.3,-58.461427,33.477632,-22537801,15480523
C590,1,111879,4/20/2009,18:29:06,19169,13.6,-58.37747900000001,33.498698,-22514378,15488206
C832,1,49514,4/20/2009,18:29:06,18335,45.6,-58.409227,33.497671999999994,-22522988,15487832
C548,1,59637,4/20/2009,18:29:06,19465,40.5,-58.461217000000005,33.477584,-22537746,15480505
C590,1,111889,4/20/2009,18:29:07,19170,9.6,-58.377543,33.498697,-22514395,15488205
C832,1,49516,4/20/2009,18:29:07,18336,46.1,-58.408979,33.497679999999995,-22522921,15487834
C548,1,59638,4/20/2009,18:29:07,19466,41.4,-58.461005,33.477536,-22537691,15480488
C590,1,111891,4/20/2009,18:29:08,19171,5.1,-58.377584,33.498696,-22514406,15488205
C832,1,49517,4/20/2009,18:29:08,18337,46.8,-58.40872900000001,33.497687,-22522853,15487837
C548,1,59673,4/20/2009,18:29:08,19467,42.1,-58.460789000000005,33.477488,-22537634,15480470
C590,1,111893,4/20/2009,18:29:09,19172,3.4,-58.377607,33.498697,-22514413,15488205
C832,1,49518,4/20/2009,18:29:09,18338,47.2,-58.408474,33.497693,-22522784,15487839
C548,1,59674,4/20/2009,18:29:09,19468,42.1,-58.460571,33.47744,-22537577,15480453
C590,1,111898,4/20/2009,18:29:10,19173,2.0,-58.37762099999999,33.498698,-22514417,15488206
C832,1,49519,4/20/2009,18:29:10,18339,47.4,-58.40821700000001,33.497701,-22522714,15487842
C548,1,59675,4/20/2009,18:29:10,19469,41.8,-58.460351,33.477392,-22537520,15480435
C590,1,111906,4/20/2009,18:29:11,19174,0.4,-58.377627000000004,33.498699,-22514418,15488206
C832,1,49520,4/20/2009,18:29:11,18340,47.6,-58.40796,33.497709,-22522644,15487845
C548,1,59676,4/20/2009,18:29:11,19470,41.8,-58.460134,33.477342,-22537463,15480417
C590,1,111987,4/20/2009,18:29:12,19175,0.2,-58.377629,33.498702,-22514418,15488207
C832,1,49521,4/20/2009,18:29:12,18341,47.6,-58.407702,33.497715,-22522574,15487847
C548,1,59677,4/20/2009,18:29:12,19471,41.6,-58.459918,33.477294,-22537406,15480399
C590,1,111989,4/20/2009,18:29:13,19176,0.2,-58.377629,33.498705,-22514418,15488208
C832,1,49525,4/20/2009,18:29:13,18342,47.4,-58.407444,33.497721000000006,-22522505,15487849
C548,1,59678,4/20/2009,18:29:13,19472,41.4,-58.459700999999995,33.477246,-22537349,15480382
C590,1,112314,4/20/2009,18:29:14,19177,0.2,-58.377629,33.498708,-22514418,15488209
C832,1,49526,4/20/2009,18:29:14,18343,46.5,-58.40719,33.497728,-22522436,15487852
C548,1,59679,4/20/2009,18:29:14,19473,41.2,-58.459486,33.477199,-22537293,15480365
C590,1,112324,4/20/2009,18:29:15,19178,0.2,-58.377629,33.498711,-22514418,15488211
C832,1,49527,4/20/2009,18:29:15,18344,44.7,-58.406943,33.497734,-22522369,15487854
C548,1,59680,4/20/2009,18:29:15,19474,40.9,-58.459276,33.477151,-22537238,15480347
C590,1,112326,4/20/2009,18:29:16,19179,0.2,-58.377629,33.498715000000004,-22514418,15488212
C832,1,49528,4/20/2009,18:29:16,18345,44.1,-58.40670300000001,33.497739,-22522304,15487856
C548,1,59681,4/20/2009,18:29:16,19475,38.9,-58.45907,33.477105,-22537184,15480330
C590,1,112328,4/20/2009,18:29:17,19180,0.2,-58.377628,33.498717,-22514418,15488213
C832,1,49534,4/20/2009,18:29:17,18346,43.4,-58.406468000000004,33.497743,-22522240,15487857
C548,1,59682,4/20/2009,18:29:17,19476,35.1,-58.45888000000001,33.477061,-22537134,15480315
C590,1,112333,4/20/2009,18:29:18,19181,0.2,-58.37762600000001,33.49872,-22514417,15488214
C832,1,49535,4/20/2009,18:29:18,18347,43.6,-58.40623199999999,33.497747,-22522176,15487859
C548,1,59744,4/20/2009,18:29:18,19477,31.3,-58.458709999999996,33.477022999999996,-22537090,15480301
C590,1,112341,4/20/2009,18:29:19,19182,0.2,-58.377624999999995,33.498721999999994,-22514417,15488215
C832,1,49536,4/20/2009,18:29:19,18348,43.8,-58.405996,33.497753,-22522112,15487861
C548,1,59746,4/20/2009,18:29:19,19478,29.1,-58.458556,33.476989,-22537049,15480288
C590,1,112343,4/20/2009,18:29:20,19183,0.2,-58.377624,33.498723999999996,-22514416,15488215
C832,1,49537,4/20/2009,18:29:20,18349,43.6,-58.40576,33.497761,-22522048,15487864
C548,1,59750,4/20/2009,18:29:20,19479,29.1,-58.45840799999999,33.476956,-22537011,15480276
C590,1,112345,4/20/2009,18:29:21,19184,0.2,-58.377622,33.498726,-22514416,15488216
C832,1,49538,4/20/2009,18:29:21,18350,43.0,-58.405527000000006,33.497768,-22521985,15487866
C548,1,59751,4/20/2009,18:29:21,19480,29.3,-58.458259999999996,33.476923,-22536972,15480264
C590,1,112347,4/20/2009,18:29:22,19185,0.2,-58.37762099999999,33.498727,-22514415,15488216
C832,1,49539,4/20/2009,18:29:22,18351,42.3,-58.405298,33.497774,-22521923,15487869
C548,1,59752,4/20/2009,18:29:22,19481,29.1,-58.458111,33.476889,-22536933,15480252
C590,1,112355,4/20/2009,18:29:23,19186,0.2,-58.37762099999999,33.498728,-22514415,15488217
C832,1,49540,4/20/2009,18:29:23,18352,42.1,-58.40507099999999,33.49778,-22521862,15487871
C548,1,59753,4/20/2009,18:29:23,19482,28.4,-58.457964000000004,33.476853999999996,-22536894,15480239
C590,1,112387,4/20/2009,18:29:24,19187,0.2,-58.377618999999996,33.498729,-22514415,15488217
C832,1,49541,4/20/2009,18:29:24,18353,42.3,-58.404842,33.497785,-22521800,15487873
C548,1,59754,4/20/2009,18:29:24,19483,25.5,-58.457828000000006,33.476822,-22536859,15480227
C590,1,112418,4/20/2009,18:29:25,19188,0.2,-58.377617,33.498729,-22514414,15488217
C832,1,49542,4/20/2009,18:29:25,18354,42.7,-58.404611,33.49779,-22521737,15487875
C548,1,59755,4/20/2009,18:29:25,19484,20.8,-58.457713999999996,33.476795,-22536829,15480217
C590,1,112420,4/20/2009,18:29:26,19189,0.2,-58.377617,33.498729,-22514414,15488217
C832,1,49543,4/20/2009,18:29:26,18355,43.0,-58.404379000000006,33.497793,-22521674,15487876
