veh,logfile,line,date,time,secs,speed (mph),long,lat,x-ft,y-ft
B856,0,34382,4/20/2009,18:47:40,20187,15.7,-58.358532,33.496853,-22509328,15487533
C482,3,131264,4/20/2009,18:47:40,20159,0.2,-58.43494799999999,33.440637,-22531977,15467031
C590,1,138822,4/20/2009,18:47:40,20283,43.8,-58.50703399999999,33.465627000000005,-22550548,15476144
C694,0,23656,4/20/2009,18:47:40,19476,21.7,-58.466612,33.495692,-22538554,15487110
C832,1,78733,4/20/2009,18:47:40,19449,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34387,4/20/2009,18:47:41,20188,18.6,-58.358532,33.49693,-22509325,15487561
C482,3,131265,4/20/2009,18:47:41,20160,0.2,-58.43495,33.440637,-22531977,15467030
C590,1,138838,4/20/2009,18:47:41,20284,44.1,-58.506795999999994,33.465635,-22550483,15476147
C694,0,23661,4/20/2009,18:47:41,19477,22.8,-58.466491000000005,33.495697,-22538521,15487111
C832,1,78738,4/20/2009,18:47:41,19450,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34388,4/20/2009,18:47:42,20189,20.8,-58.358532,33.497013,-22509322,15487591
C482,3,131318,4/20/2009,18:47:42,20161,0.2,-58.434951,33.440637,-22531977,15467030
C590,1,138842,4/20/2009,18:47:42,20285,43.6,-58.506557,33.465643,-22550418,15476150
C694,0,23662,4/20/2009,18:47:42,19478,23.7,-58.466363,33.495701000000004,-22538487,15487113
C832,1,78739,4/20/2009,18:47:42,19451,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34389,4/20/2009,18:47:43,20190,22.4,-58.358537,33.497102000000005,-22509320,15487624
C482,3,131321,4/20/2009,18:47:43,20162,0.2,-58.434951999999996,33.440637,-22531978,15467030
C590,1,138850,4/20/2009,18:47:43,20286,43.2,-58.506321,33.465648,-22550354,15476152
C694,0,23663,4/20/2009,18:47:43,19479,24.6,-58.46623000000001,33.495705,-22538451,15487114
C832,1,78740,4/20/2009,18:47:43,19452,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34390,4/20/2009,18:47:44,20191,23.7,-58.358547,33.497202,-22509319,15487660
C482,3,131325,4/20/2009,18:47:44,20163,0.0,-58.434955,33.440637,-22531979,15467030
C590,1,138852,4/20/2009,18:47:44,20287,43.6,-58.506085,33.465654,-22550291,15476154
C694,0,23664,4/20/2009,18:47:44,19480,24.8,-58.466094,33.495709000000005,-22538414,15487116
C832,1,78741,4/20/2009,18:47:44,19453,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34395,4/20/2009,18:47:45,20192,24.6,-58.35855500000001,33.497302000000005,-22509318,15487697
C482,3,131326,4/20/2009,18:47:45,20164,0.2,-58.434956,33.440637,-22531979,15467030
C590,1,138854,4/20/2009,18:47:45,20288,43.8,-58.505848,33.465658000000005,-22550226,15476156
C694,0,23665,4/20/2009,18:47:45,19481,25.3,-58.465956000000006,33.495712,-22538377,15487117
C832,1,78742,4/20/2009,18:47:45,19454,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34396,4/20/2009,18:47:46,20193,24.2,-58.35856700000001,33.4974,-22509318,15487732
C482,3,131327,4/20/2009,18:47:46,20165,0.0,-58.434956,33.440637,-22531979,15467030
C590,1,138856,4/20/2009,18:47:46,20289,43.6,-58.505611,33.465662,-22550162,15476157
C694,0,23670,4/20/2009,18:47:46,19482,25.7,-58.465816000000004,33.495715999999994,-22538339,15487118
C832,1,78747,4/20/2009,18:47:46,19455,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34397,4/20/2009,18:47:47,20194,23.3,-58.35857800000001,33.497498,-22509317,15487768
C482,3,131330,4/20/2009,18:47:47,20166,0.2,-58.434955,33.440637,-22531979,15467030
C590,1,138867,4/20/2009,18:47:47,20290,43.6,-58.505374,33.465664000000004,-22550098,15476158
C694,0,23728,4/20/2009,18:47:47,19483,27.5,-58.46566899999999,33.495721,-22538299,15487120
C832,1,78748,4/20/2009,18:47:47,19456,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34431,4/20/2009,18:47:48,20195,21.9,-58.358592,33.49759,-22509318,15487802
C482,3,131331,4/20/2009,18:47:48,20167,0.2,-58.434954000000005,33.440637,-22531978,15467030
C590,1,138869,4/20/2009,18:47:48,20291,43.8,-58.505133,33.465665,-22550033,15476158
C694,0,23730,4/20/2009,18:47:48,19484,29.5,-58.46551099999999,33.495726,-22538256,15487122
C832,1,78806,4/20/2009,18:47:48,19457,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34433,4/20/2009,18:47:49,20196,21.3,-58.35860699999999,33.497677,-22509319,15487833
C482,3,131735,4/20/2009,18:47:49,20168,0.2,-58.43495300000001,33.440637,-22531978,15467030
C590,1,138871,4/20/2009,18:47:49,20292,43.8,-58.50489399999999,33.465669,-22549968,15476160
C694,0,23731,4/20/2009,18:47:49,19485,31.1,-58.465343000000004,33.495731,-22538210,15487124
C832,1,78808,4/20/2009,18:47:49,19458,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34438,4/20/2009,18:47:50,20197,20.1,-58.35861800000001,33.497762,-22509319,15487864
C482,3,131736,4/20/2009,18:47:50,20169,0.2,-58.434955,33.440637,-22531979,15467030
C590,1,138873,4/20/2009,18:47:50,20293,43.4,-58.504656999999995,33.465674,-22549904,15476162
C694,0,23732,4/20/2009,18:47:50,19486,32.7,-58.465165999999996,33.495736,-22538162,15487126
C832,1,78813,4/20/2009,18:47:50,19459,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34439,4/20/2009,18:47:51,20198,17.7,-58.358627999999996,33.497838,-22509319,15487892
C482,3,131891,4/20/2009,18:47:51,20170,0.2,-58.434956,33.440637,-22531979,15467030
C590,1,138881,4/20/2009,18:47:51,20294,43.2,-58.50442199999999,33.465678999999994,-22549841,15476164
C694,0,23736,4/20/2009,18:47:51,19487,34.7,-58.464979,33.495742,-22538112,15487128
C832,1,78814,4/20/2009,18:47:51,19460,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34440,4/20/2009,18:47:52,20199,15.0,-58.35863499999999,33.497903,-22509318,15487916
C482,3,131893,4/20/2009,18:47:52,20171,0.2,-58.434957999999995,33.440637,-22531979,15467030
C590,1,138884,4/20/2009,18:47:52,20295,43.2,-58.504188,33.465685,-22549777,15476165
C694,0,23741,4/20/2009,18:47:52,19488,36.0,-58.464783999999995,33.495746999999994,-22538059,15487130
C832,1,78818,4/20/2009,18:47:52,19461,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34441,4/20/2009,18:47:53,20200,11.4,-58.35864000000001,33.497955,-22509318,15487935
C482,3,131894,4/20/2009,18:47:53,20172,0.2,-58.434960000000004,33.440637,-22531980,15467030
C590,1,138886,4/20/2009,18:47:53,20296,43.8,-58.503951,33.46569,-22549713,15476168
C694,0,23742,4/20/2009,18:47:53,19489,36.0,-58.464586,33.495754,-22538005,15487132
C832,1,78819,4/20/2009,18:47:53,19462,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34446,4/20/2009,18:47:54,20201,7.4,-58.35864000000001,33.49799,-22509316,15487948
C482,3,131898,4/20/2009,18:47:54,20173,0.2,-58.434962,33.440637,-22531981,15467030
C590,1,138888,4/20/2009,18:47:54,20297,44.5,-58.503710999999996,33.465696,-22549648,15476170
C694,0,23879,4/20/2009,18:47:54,19490,35.8,-58.464389,33.495759,-22537952,15487134
C832,1,78959,4/20/2009,18:47:54,19463,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34583,4/20/2009,18:47:55,20202,3.6,-58.358644999999996,33.498008,-22509317,15487954
C482,3,131903,4/20/2009,18:47:55,20174,0.2,-58.43496400000001,33.440638,-22531981,15467031
C590,1,138896,4/20/2009,18:47:55,20298,44.5,-58.503473,33.465705,-22549583,15476173
C694,0,23880,4/20/2009,18:47:55,19491,36.0,-58.464191,33.495765999999996,-22537898,15487136
C832,1,79094,4/20/2009,18:47:55,19464,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34584,4/20/2009,18:47:56,20203,1.1,-58.35864699999999,33.498017,-22509317,15487957
C482,3,131904,4/20/2009,18:47:56,20175,0.2,-58.434965000000005,33.440637,-22531981,15467031
C590,1,138898,4/20/2009,18:47:56,20299,44.7,-58.50323399999999,33.465714,-22549518,15476176
C694,0,23881,4/20/2009,18:47:56,19492,35.8,-58.463994,33.495771999999995,-22537845,15487139
C832,1,79095,4/20/2009,18:47:56,19465,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34585,4/20/2009,18:47:57,20204,0.2,-58.358644999999996,33.498017,-22509317,15487957
C482,3,131905,4/20/2009,18:47:57,20176,0.2,-58.434966,33.440636,-22531982,15467030
C590,1,138900,4/20/2009,18:47:57,20300,44.5,-58.502994,33.465722,-22549453,15476179
C694,0,24296,4/20/2009,18:47:57,19493,36.5,-58.463796,33.495778,-22537791,15487141
C832,1,79510,4/20/2009,18:47:57,19466,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34599,4/20/2009,18:47:58,20205,0.0,-58.358642,33.498015,-22509316,15487957
C482,3,132042,4/20/2009,18:47:58,20177,0.2,-58.434966,33.440635,-22531982,15467030
C590,1,138902,4/20/2009,18:47:58,20301,44.3,-58.50275500000001,33.465731,-22549389,15476182
C694,0,24298,4/20/2009,18:47:58,19494,37.4,-58.463594,33.495784,-22537736,15487143
C832,1,79516,4/20/2009,18:47:58,19467,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34619,4/20/2009,18:47:59,20206,0.0,-58.35864000000001,33.498013,-22509316,15487956
C482,3,132101,4/20/2009,18:47:59,20178,0.0,-58.43496400000001,33.440633,-22531981,15467029
C590,1,138910,4/20/2009,18:47:59,20302,44.3,-58.502517,33.465738,-22549324,15476185
C694,0,24302,4/20/2009,18:47:59,19495,38.5,-58.463386,33.49579,-22537680,15487145
C832,1,79517,4/20/2009,18:47:59,19468,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34620,4/20/2009,18:48:00,20207,0.0,-58.35864000000001,33.498012,-22509316,15487955
C482,3,132103,4/20/2009,18:48:00,20179,0.2,-58.43496400000001,33.440630999999996,-22531981,15467028
C590,1,138945,4/20/2009,18:48:00,20303,44.3,-58.502278000000004,33.465746,-22549259,15476188
C694,0,24303,4/20/2009,18:48:00,19496,38.7,-58.463173999999995,33.495796,-22537622,15487148
C832,1,79521,4/20/2009,18:48:00,19469,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34621,4/20/2009,18:48:01,20208,0.0,-58.358642,33.49801,-22509316,15487955
C482,3,132104,4/20/2009,18:48:01,20180,0.0,-58.43496400000001,33.44063,-22531981,15467028
C590,1,138947,4/20/2009,18:48:01,20304,44.5,-58.502038,33.465752,-22549194,15476190
C694,0,24304,4/20/2009,18:48:01,19497,38.9,-58.462962000000005,33.495803,-22537565,15487150
C832,1,79522,4/20/2009,18:48:01,19470,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34624,4/20/2009,18:48:02,20209,0.0,-58.358642,33.498008,-22509316,15487954
C482,3,132105,4/20/2009,18:48:02,20181,0.0,-58.43496400000001,33.440628000000004,-22531981,15467027
C590,1,138949,4/20/2009,18:48:02,20305,44.3,-58.501796999999996,33.465759000000006,-22549129,15476192
C694,0,24309,4/20/2009,18:48:02,19498,39.1,-58.462748000000005,33.495809,-22537507,15487152
C832,1,79527,4/20/2009,18:48:02,19471,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34625,4/20/2009,18:48:03,20210,0.0,-58.358642,33.498008,-22509316,15487954
C482,3,132644,4/20/2009,18:48:03,20182,0.2,-58.434962999999996,33.440627,-22531981,15467027
C590,1,138957,4/20/2009,18:48:03,20306,44.3,-58.501558,33.465765000000005,-22549064,15476195
C694,0,24310,4/20/2009,18:48:03,19499,39.1,-58.46253299999999,33.495815,-22537449,15487154
C832,1,79528,4/20/2009,18:48:03,19472,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34626,4/20/2009,18:48:04,20211,0.0,-58.358642,33.498008,-22509316,15487954
C482,3,132645,4/20/2009,18:48:04,20183,0.2,-58.434962,33.440626,-22531981,15467026
C590,1,138959,4/20/2009,18:48:04,20307,44.3,-58.50131800000001,33.465771999999994,-22548999,15476197
C694,0,24311,4/20/2009,18:48:04,19500,38.9,-58.462318999999994,33.495821,-22537391,15487157
C832,1,79529,4/20/2009,18:48:04,19473,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,34627,4/20/2009,18:48:05,20212,0.0,-58.358642,33.498007,-22509316,15487954
C482,3,132657,4/20/2009,18:48:05,20184,0.0,-58.434961,33.440625,-22531981,15467026
C590,1,138961,4/20/2009,18:48:05,20308,44.3,-58.501079000000004,33.465779,-22548934,15476200
C694,0,24312,4/20/2009,18:48:05,19501,39.4,-58.46210500000001,33.495828,-22537333,15487159
C832,1,79530,4/20/2009,18:48:05,19474,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35034,4/20/2009,18:48:06,20213,0.0,-58.358642,33.498008,-22509316,15487954
C482,3,132662,4/20/2009,18:48:06,20185,0.0,-58.43495899999999,33.440624,-22531980,15467026
C590,1,138963,4/20/2009,18:48:06,20309,44.5,-58.500838,33.465786,-22548869,15476203
C694,0,24313,4/20/2009,18:48:06,19502,39.6,-58.461889,33.495834,-22537274,15487161
C832,1,79535,4/20/2009,18:48:06,19475,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35035,4/20/2009,18:48:07,20214,0.0,-58.358642,33.498008,-22509316,15487954
C482,3,132667,4/20/2009,18:48:07,20186,0.2,-58.434957999999995,33.440624,-22531980,15467025
C590,1,138992,4/20/2009,18:48:07,20310,45.0,-58.50059499999999,33.465793,-22548803,15476205
C694,0,24371,4/20/2009,18:48:07,19503,39.6,-58.461673000000005,33.495841,-22537215,15487164
C832,1,79548,4/20/2009,18:48:07,19476,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35036,4/20/2009,18:48:08,20215,0.0,-58.358642,33.49801,-22509316,15487955
C482,3,132668,4/20/2009,18:48:08,20187,0.2,-58.434956,33.440622,-22531979,15467025
C590,1,138999,4/20/2009,18:48:08,20311,45.0,-58.500350999999995,33.465799,-22548737,15476207
C694,0,24373,4/20/2009,18:48:08,19504,39.8,-58.461455,33.495847,-22537156,15487166
C832,1,79594,4/20/2009,18:48:08,19477,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35064,4/20/2009,18:48:09,20216,0.0,-58.35864000000001,33.49801,-22509316,15487955
C482,3,132669,4/20/2009,18:48:09,20188,0.2,-58.434954000000005,33.440622,-22531979,15467025
C590,1,139003,4/20/2009,18:48:09,20312,44.5,-58.500107,33.465804999999996,-22548671,15476209
C694,0,24374,4/20/2009,18:48:09,19505,40.5,-58.461236,33.495854,-22537097,15487169
C832,1,79596,4/20/2009,18:48:09,19478,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35089,4/20/2009,18:48:10,20217,0.0,-58.35864000000001,33.498012,-22509316,15487955
C482,3,132670,4/20/2009,18:48:10,20189,0.2,-58.434951999999996,33.440622,-22531978,15467025
C590,1,139005,4/20/2009,18:48:10,20313,43.8,-58.49986700000001,33.465810999999995,-22548606,15476212
C694,0,24375,4/20/2009,18:48:10,19506,40.5,-58.461015,33.495861,-22537037,15487171
C832,1,79601,4/20/2009,18:48:10,19479,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35090,4/20/2009,18:48:11,20218,0.0,-58.35864000000001,33.498012,-22509316,15487955
C482,3,132678,4/20/2009,18:48:11,20190,0.2,-58.434951999999996,33.440621,-22531978,15467025
C590,1,139013,4/20/2009,18:48:11,20314,43.4,-58.49963100000001,33.465819,-22548542,15476214
C694,0,24379,4/20/2009,18:48:11,19507,40.5,-58.46079499999999,33.495867,-22536977,15487173
C832,1,79602,4/20/2009,18:48:11,19480,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35091,4/20/2009,18:48:12,20219,0.0,-58.35864000000001,33.498012,-22509316,15487955
C482,3,132679,4/20/2009,18:48:12,20191,0.2,-58.434951,33.440621,-22531978,15467025
C590,1,139052,4/20/2009,18:48:12,20315,43.8,-58.49939300000001,33.465827000000004,-22548477,15476217
C694,0,24380,4/20/2009,18:48:12,19508,40.9,-58.460573,33.495874,-22536917,15487176
C832,1,79606,4/20/2009,18:48:12,19481,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35092,4/20/2009,18:48:13,20220,0.0,-58.358638,33.498012,-22509315,15487955
C482,3,132737,4/20/2009,18:48:13,20192,0.2,-58.43495,33.440621,-22531978,15467024
C590,1,139054,4/20/2009,18:48:13,20316,44.5,-58.49915300000001,33.465835999999996,-22548412,15476221
C694,0,24385,4/20/2009,18:48:13,19509,41.8,-58.460347,33.49588,-22536856,15487178
C832,1,79607,4/20/2009,18:48:13,19482,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35097,4/20/2009,18:48:14,20221,0.0,-58.358638,33.498012,-22509315,15487955
C482,3,132739,4/20/2009,18:48:14,20193,0.2,-58.434951,33.440621,-22531978,15467025
C590,1,139056,4/20/2009,18:48:14,20317,45.0,-58.498909999999995,33.465844,-22548346,15476224
C694,0,24522,4/20/2009,18:48:14,19510,42.5,-58.46011700000001,33.495888,-22536794,15487181
C832,1,79881,4/20/2009,18:48:14,19483,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35243,4/20/2009,18:48:15,20222,0.0,-58.358638,33.498012,-22509315,15487955
C482,3,132744,4/20/2009,18:48:15,20194,0.2,-58.434951,33.440621,-22531978,15467024
C590,1,139058,4/20/2009,18:48:15,20318,45.4,-58.498664000000005,33.465852000000005,-22548279,15476226
C694,0,24523,4/20/2009,18:48:15,19511,43.2,-58.45988299999999,33.495894,-22536730,15487183
C832,1,79882,4/20/2009,18:48:15,19484,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35251,4/20/2009,18:48:16,20223,0.0,-58.358638,33.498012,-22509315,15487955
C482,3,132745,4/20/2009,18:48:16,20195,0.2,-58.434951999999996,33.440621,-22531978,15467025
C590,1,139066,4/20/2009,18:48:16,20319,45.6,-58.498417,33.465859,-22548212,15476229
C694,0,24524,4/20/2009,18:48:16,19512,43.4,-58.45964599999999,33.495901,-22536666,15487186
C832,1,79883,4/20/2009,18:48:16,19485,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35253,4/20/2009,18:48:17,20224,0.0,-58.358638,33.49801,-22509315,15487955
C482,3,132746,4/20/2009,18:48:17,20196,0.2,-58.434954000000005,33.440622,-22531979,15467025
C590,1,139068,4/20/2009,18:48:17,20320,46.1,-58.49816899999999,33.465866,-22548145,15476232
C694,0,24525,4/20/2009,18:48:17,19513,43.4,-58.459408999999994,33.495908,-22536602,15487188
C832,1,80296,4/20/2009,18:48:17,19486,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35277,4/20/2009,18:48:18,20225,0.0,-58.358637,33.49801,-22509315,15487955
C482,3,132883,4/20/2009,18:48:18,20197,0.2,-58.434956,33.440622,-22531979,15467025
C590,1,139070,4/20/2009,18:48:18,20321,46.1,-58.49792099999999,33.465872,-22548078,15476234
C694,0,24526,4/20/2009,18:48:18,19514,43.8,-58.459171,33.495915000000004,-22536537,15487191
C832,1,80303,4/20/2009,18:48:18,19487,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35278,4/20/2009,18:48:19,20226,0.0,-58.358637,33.498008,-22509315,15487954
C482,3,132886,4/20/2009,18:48:19,20198,0.0,-58.43495899999999,33.440622,-22531980,15467025
C590,1,139072,4/20/2009,18:48:19,20322,45.9,-58.49767299999999,33.465878000000004,-22548011,15476236
C694,0,24530,4/20/2009,18:48:19,19515,44.3,-58.45893100000001,33.495923,-22536472,15487194
C832,1,80305,4/20/2009,18:48:19,19488,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35279,4/20/2009,18:48:20,20227,0.0,-58.35863499999999,33.498008,-22509314,15487954
C482,3,132887,4/20/2009,18:48:20,20199,0.2,-58.434961,33.440621,-22531981,15467024
C590,1,139080,4/20/2009,18:48:20,20323,46.1,-58.497423999999995,33.465881,-22547943,15476237
C694,0,24531,4/20/2009,18:48:20,19516,44.5,-58.45868900000001,33.495931,-22536406,15487196
C832,1,80309,4/20/2009,18:48:20,19489,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35280,4/20/2009,18:48:21,20228,0.0,-58.35863499999999,33.498008,-22509314,15487954
C482,3,132888,4/20/2009,18:48:21,20200,0.0,-58.434962999999996,33.44062,-22531982,15467024
C590,1,139082,4/20/2009,18:48:21,20324,46.1,-58.497173000000004,33.465885,-22547876,15476239
C694,0,24532,4/20/2009,18:48:21,19517,45.0,-58.458444,33.495938,-22536340,15487199
C832,1,80310,4/20/2009,18:48:21,19490,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35285,4/20/2009,18:48:22,20229,0.0,-58.35863499999999,33.498007,-22509314,15487954
C482,3,132889,4/20/2009,18:48:22,20201,0.0,-58.434966,33.44062,-22531982,15467024
C590,1,139141,4/20/2009,18:48:22,20325,46.1,-58.496927,33.465892,-22547809,15476241
C694,0,24533,4/20/2009,18:48:22,19518,45.2,-58.458197999999996,33.495945,-22536273,15487202
C832,1,80315,4/20/2009,18:48:22,19491,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35286,4/20/2009,18:48:23,20230,0.0,-58.358633,33.498007,-22509314,15487954
C482,3,132893,4/20/2009,18:48:23,20202,0.2,-58.434968999999995,33.440619,-22531983,15467024
C590,1,139145,4/20/2009,18:48:23,20326,45.4,-58.496679,33.465897999999996,-22547742,15476243
C694,0,24672,4/20/2009,18:48:23,19519,45.2,-58.457950999999994,33.495952,-22536206,15487204
C832,1,80316,4/20/2009,18:48:23,19492,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35301,4/20/2009,18:48:24,20231,0.0,-58.358633,33.498007,-22509314,15487954
C482,3,133447,4/20/2009,18:48:24,20203,0.2,-58.434972,33.440619,-22531984,15467024
C590,1,139156,4/20/2009,18:48:24,20327,43.2,-58.496438999999995,33.465902,-22547677,15476245
C694,0,24674,4/20/2009,18:48:24,19520,45.0,-58.457705000000004,33.495959,-22536140,15487207
C832,1,80317,4/20/2009,18:48:24,19493,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35303,4/20/2009,18:48:25,20232,0.0,-58.358633,33.498007,-22509314,15487954
C482,3,133452,4/20/2009,18:48:25,20204,0.0,-58.434974,33.440618,-22531984,15467024
C590,1,139158,4/20/2009,18:48:25,20328,40.5,-58.496216000000004,33.465905,-22547616,15476246
C694,0,24679,4/20/2009,18:48:25,19521,44.5,-58.45746199999999,33.495965999999996,-22536074,15487209
C832,1,80318,4/20/2009,18:48:25,19494,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35308,4/20/2009,18:48:26,20233,0.0,-58.358633,33.498005,-22509314,15487953
C482,3,133453,4/20/2009,18:48:26,20205,0.2,-58.434974999999994,33.440616999999996,-22531985,15467023
C590,1,139160,4/20/2009,18:48:26,20329,37.6,-58.49601,33.465908,-22547561,15476247
C694,0,24737,4/20/2009,18:48:26,19522,44.1,-58.45722099999999,33.495973,-22536008,15487212
C832,1,80323,4/20/2009,18:48:26,19495,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35309,4/20/2009,18:48:27,20234,0.0,-58.358633,33.498005,-22509314,15487953
C482,3,133454,4/20/2009,18:48:27,20206,0.0,-58.434976000000006,33.440618,-22531985,15467023
C590,1,139162,4/20/2009,18:48:27,20330,34.4,-58.495824,33.465911,-22547510,15476248
C694,0,24739,4/20/2009,18:48:27,19523,44.1,-58.456981,33.495979999999996,-22535943,15487214
C832,1,80331,4/20/2009,18:48:27,19496,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35310,4/20/2009,18:48:28,20235,0.0,-58.358633,33.498005,-22509314,15487953
C482,3,133459,4/20/2009,18:48:28,20207,0.2,-58.434976000000006,33.440619,-22531985,15467024
C590,1,139170,4/20/2009,18:48:28,20331,32.7,-58.495649,33.465916,-22547463,15476250
C694,0,24740,4/20/2009,18:48:28,19524,44.3,-58.456739999999996,33.495987,-22535878,15487217
C832,1,80382,4/20/2009,18:48:28,19497,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35311,4/20/2009,18:48:29,20236,0.0,-58.358633,33.498007,-22509314,15487954
C482,3,133460,4/20/2009,18:48:29,20208,0.0,-58.434974999999994,33.44062,-22531985,15467024
C590,1,139172,4/20/2009,18:48:29,20332,33.6,-58.49547,33.465919,-22547414,15476251
C694,0,24741,4/20/2009,18:48:29,19525,44.5,-58.456497999999996,33.495995,-22535813,15487220
C832,1,80384,4/20/2009,18:48:29,19498,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35316,4/20/2009,18:48:30,20237,0.0,-58.358633,33.498007,-22509314,15487954
C482,3,133461,4/20/2009,18:48:30,20209,0.0,-58.434974,33.440622,-22531984,15467025
C590,1,139174,4/20/2009,18:48:30,20333,34.9,-58.495284999999996,33.465923,-22547364,15476253
C694,0,24742,4/20/2009,18:48:30,19526,44.5,-58.456256999999994,33.496004,-22535747,15487223
C832,1,80389,4/20/2009,18:48:30,19499,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35317,4/20/2009,18:48:31,20238,0.0,-58.358633,33.498007,-22509314,15487954
C482,3,133462,4/20/2009,18:48:31,20210,0.2,-58.434974,33.440622999999995,-22531984,15467025
C590,1,139176,4/20/2009,18:48:31,20334,36.2,-58.49509300000001,33.465927,-22547312,15476254
C694,0,24746,4/20/2009,18:48:31,19527,44.5,-58.45601500000001,33.496014,-22535681,15487227
C832,1,80390,4/20/2009,18:48:31,19500,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35337,4/20/2009,18:48:32,20239,0.0,-58.358633,33.498007,-22509314,15487954
C482,3,133467,4/20/2009,18:48:32,20211,0.2,-58.434974,33.440624,-22531984,15467025
C590,1,139385,4/20/2009,18:48:32,20335,36.5,-58.494896,33.465931,-22547259,15476255
C694,0,24747,4/20/2009,18:48:32,19528,44.3,-58.455774000000005,33.496025,-22535616,15487231
C832,1,80394,4/20/2009,18:48:32,19501,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35338,4/20/2009,18:48:33,20240,0.0,-58.35863499999999,33.498007,-22509314,15487954
C482,3,133468,4/20/2009,18:48:33,20212,0.2,-58.434974999999994,33.440624,-22531985,15467026
C590,1,139399,4/20/2009,18:48:33,20336,37.4,-58.49469599999999,33.465934999999995,-22547205,15476257
C694,0,24748,4/20/2009,18:48:33,19529,44.1,-58.455534,33.496036,-22535551,15487235
C832,1,80395,4/20/2009,18:48:33,19502,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35343,4/20/2009,18:48:34,20241,0.0,-58.35863499999999,33.498007,-22509314,15487954
C482,3,133493,4/20/2009,18:48:34,20213,0.2,-58.434976000000006,33.440625,-22531985,15467026
C590,1,139406,4/20/2009,18:48:34,20337,38.5,-58.494491,33.465939,-22547149,15476258
C694,0,24885,4/20/2009,18:48:34,19530,44.1,-58.455293999999995,33.496046,-22535485,15487239
C832,1,80535,4/20/2009,18:48:34,19503,0.0,-58.37801999999999,33.500324,-22514466,15488799
B856,0,35746,4/20/2009,18:48:35,20242,0.0,-58.35863499999999,33.498008,-22509314,15487954
C482,3,133528,4/20/2009,18:48:35,20214,0.0,-58.434977,33.440626,-22531985,15467026
C590,1,140657,4/20/2009,18:48:35,20338,39.6,-58.49428,33.465944,-22547092,15476260
